"Journal No.","Conditions of Sale","ISSN","Journal Title","Remarks","Vol.     
Nos","Total no. of Vols","Issues P/A","Rest of World - USD","USA - USD","Canada - USD","Mexico - USD","Subject Area         "
00876,"Oxford",,"Tetrahedron - a Combined Subscription to five Tetrahedron Journals
Comprising: 
Tetrahedron 
Tetrahedron Letters 
Tetrahedron:Asymmetry
Bioorganic & Medicinal Chemistry
Bioorganic & Medicinal Chemistry Letters",,"2010",5,176,"39650",,,,"Chemistry and Chemical Engineering"
00233,"Oxford","0040-4039","Tetrahedron Letters",,"51",1,52,"14868",,,,"Chemistry and Chemical Engineering"
00937,"Oxford","0957-4166","Tetrahedron: Asymmetry",,"21",1,24,"3437",,,,"Chemistry and Chemical Engineering"
07586,"Orlando, FL","0002-9149","The American Journal of Cardiology(R)",,"105-106",2,24,"918",589,589,,"Medicine"
08551,,"1543-5946","The American Journal of Geriatric Pharmacotherapy
Please order from Excerpta Medica, 685 Route 202/206, Bridgewater, NJ 08807, USA",,"8",1,4,"179",128,,,"Medicine"
07813,"Oxford","0002-9297","The American Journal of Human Genetics",,"86-87",2,12,"1323","1,268","1,268",,"Life Sciences"
07587,"Orlando, FL","0002-9343","The American Journal of Medicine(R)",,"123",1,12,"823",476,476,,"Medicine"
07588,"Orlando, FL","0002-9610","The American Journal of Surgery(R)",,"199-200",2,12,"714",411,411,,"Medicine"
07610,"Orlando, FL","0003-4975","The Annals of Thoracic Surgery",,"89-90",2,12,"767",664,,,"Medicine"
00833,"Oxford","0197-4556","The Arts in Psychotherapy",,"37",1,5,"908",,,,"Social and Behavioral Sciences"
12725,"Oxford","0960-9776","The Breast",,"19",1,6,"939",,,,"Medicine"
12663,"Oxford","0890-8389","The British Accounting Review","Publication Expansion","42",1,5,"660",,,,"Economics, Business and Management"
07632,"Oxford","1040-6190","The Electricity Journal",,"23",1,10,"730",,,,"Economics, Business and Management"
02318,"Oxford",,"The Engineering Index Annual DVD",,"108",1,1,"7420",,,,"Engineering, Energy and Technology"
02316,"Oxford",,"The Engineering Index Annual and Monthly Combined DVD",,"2010",1,13,"11290",,,,"Engineering, Energy and Technology"
02317,"Oxford",,"The Engineering Index Monthly DVD",,"48",1,12,"7700",,,,"Engineering, Energy and Technology"
12743,"Oxford","0958-2592","The Foot",,"20",1,4,"372",,,,"Medicine"
04264,,"1744-1889","The Foundation Years",,"6",1,12,"577",,,,"Engineering, Energy and Technology"
07788,"Chevy Chase, MD","1530-6194","The Gold Sheet",,"44",1,12,"960",960,,,"Pharmacology, Pharmaceutical Science and Toxicology"
07789,"Chevy Chase, MD","1530-1214","The Gray Sheet",,"36",1,51,"1860","1,860",,,"Medicine"
07790,"Chevy Chase, MD","1530-6208","The Green Sheet",,"59",1,51,"225",225,,,"Pharmacology, Pharmaceutical Science and Toxicology"
07409,"Oxford","1081-602X","The History of the Family",,"15",1,4,"439",,,,"Arts and Humanities"
07412,"Oxford","0020-7063","The International Journal of Accounting",,"45",1,4,"466",,,,"Economics, Business and Management"
00395,"Oxford","1357-2725","The International Journal of Biochemistry & Cell Biology",,"42",1,12,"4278",,,,"Life Sciences"
07447,"Oxford","1096-7516","The Internet and Higher Education",,"13",1,4,"388",,,,"Social and Behavioral Sciences"
14023,"Orlando, FL","1555-4155","The Journal for Nurse Practitioners",,"6",1,10,"193",146,,,"Nursing"
07418,"Oxford","0099-1333","The Journal of Academic Librarianship",,"36",1,6,"358",,,,"Social and Behavioral Sciences"
12611,"Oxford","0021-9614","The Journal of Chemical Thermodynamics",,"42",1,12,"2422",,,,"Chemistry and Chemical Engineering"
08598,"Oxford","1005-8885","The Journal of China Universities of Posts and Telecommunications",,"17",1,4,,,,,"Engineering, Energy and Technology"
07535,"Orlando, FL","0736-4679","The Journal of Emergency Medicine",,"38-39",2,8,"1238","1,176",,,"Medicine"
13341,"Orlando, FL","1067-2516","The Journal of Foot & Ankle Surgery",,"49",1,6,"386",306,306,,"Medicine"
07583,"Orlando, FL","1053-2498","The Journal of Heart and Lung Transplantation",,"29",1,12,"511",380,380,,"Medicine"
07423,"Oxford","1047-8310","The Journal of High Technology Management Research",,"21",1,2,"487",,,,"Economics, Business and Management"
07717,"Oxford","1567-8326","The Journal of Logic and Algebraic Programming
NEW!! Elsevier's Theoretical Computer Science Student Collection 
This journal is included in a bundle of 12 premier Theoretical Computer Science journals at a discounted student rate: 
 Click here for more information on eligibility AND/OR to get your online personal student collection today!",,"79",1,8,"1400",,,,"Computer Science"
07457,"Oxford","0732-3123","The Journal of Mathematical Behavior",,"29",1,4,"443",,,,"Social and Behavioral Sciences"
07714,"Orlando, FL","0955-2863","The Journal of Nutritional Biochemistry
Also available as part of the Nutrition Package",,"21",1,12,"2070","1,822",,,"Nursing"
13134,"Orlando, FL","1526-5900","The Journal of Pain",,"11",1,12,"715",571,,,"Medicine"
13249,"Orlando, FL","0022-3476","The Journal of Pediatrics",,"156-157",2,12,"758",668,,,"Medicine"
00333,"Oxford","0960-0760","The Journal of Steroid Biochemistry and Molecular Biology",,"118-122",5,25,"6088",,,,"Life Sciences"
05402,"Oxford","0963-8687","The Journal of Strategic Information Systems",,"19",1,4,"596",,,,"Economics, Business and Management"
05452,"Oxford","0896-8446","The Journal of Supercritical Fluids",,"51-54",4,12,"1622",,,,"Chemistry and Chemical Engineering"
13366,"Rockville, MD","1544-6794","The Journal of Supportive Oncology",,"8",1,6,"353",318,347,,"Medicine"
14024,"Orlando, FL","0022-5347","The Journal of Urology (R)",,"183-184",2,12,"1111",851,,,"Medicine"
13441,"Orlando, FL","1876-4983","The Journal of the American College of Certified Wound Specialists",,"2",1,4,"289",236,236,236,"Health Professions"
08593,"Oxford","1607-551X","The Kaohsiung Journal of Medical Sciences",,"26",1,12,"580",,,,"Medicine"
03061,"Oxford","0968-0160","The Knee",,"17",1,6,"522",,,,"Medicine"
02284,"London - The Lancet","0140-6736","The Lancet",,"375-376",2,52,"1429",,,,"Medicine"
02286,"London - The Lancet","0099-5355","The Lancet (North American Edition)",,"375-376",2,52,,"1,232","1,232",,"Medicine"
02290,"London - The Lancet","1473-3099","The Lancet Infectious Diseases
For ordering online, please visit the Subscription page for The Lancet",,"10",1,12,"1219",,,,"Medicine"
02298,"London - The Lancet","ONLI-2298","The Lancet Infectious Diseases Online",,,,,,,,,"Medicine"
02291,"London - The Lancet","1474-4422","The Lancet Neurology",,"9",1,12,"1442",,,,"Medicine"
02299,"Oxford","ONLI-2299","The Lancet Neurology Online",,,,,,,,,"Neuroscience"
02285,"London - The Lancet","1470-2045","The Lancet Oncology",,"11",1,12,"1436",,,,"Medicine"
02297,"London - The Lancet","ONLI-2297","The Lancet Oncology Online",,,,,,,,,"Medicine"
02296,"London - The Lancet","ONLI-2296","The Lancet Online",,,,,,,,,"Life Sciences"
07433,"Oxford","1048-9843","The Leadership Quarterly
Special rate for ILA Members, see orderform",,"21",1,6,"552",,,,"Economics, Business and Management"
07435,"Oxford","1062-9408","The North American Journal of Economics and Finance",,"21",1,3,"526",,,,"Economics, Business and Management"
07792,"Chevy Chase, MD","1530-6240","The Pink Sheet",,"72",1,51,"2145","2,145",,,"Pharmacology, Pharmaceutical Science and Toxicology"
07800,"Chevy Chase, MD",,"The Pink Sheet Daily",,"6",1,250,"2595","2,595",,,"Chemistry and Chemical Engineering"
12997,"Oxford","1461-3123","The Practising Midwife
Subs, Claims and Back Issue enquiries should be pointed to postmaster@proactmarketing.co.uk or 'phoned to 01752 312140 or faxed to 0175313162. 
Editorial enquiries should be directed to Viv Riddoch on 0208 4661037.",,"13",1,11,"364",,,,"Medicine"
07438,"Oxford","1062-9769","The Quarterly Review of Economics and Finance",,"50",1,4,"581",,,,"Economics, Business and Management"
07793,"Chevy Chase, MD","1530-1222","The Rose Sheet",,"31",1,51,"1465","1,465",,,"Pharmacology, Pharmaceutical Science and Toxicology"
08685,"Oxford","1013-9052","The Saudi Dental Journal",,,,,,,,,"Dentistry"
07795,"Chevy Chase, MD","1068-5324","The Silver Sheet",,"14",1,12,"700",700,,,"Medicine"
07443,"Oxford","0362-3319","The Social Science Journal",,"47",1,4,"492",,,,"Social and Behavioral Sciences"
07760,"Orlando, FL","1529-9430","The Spine Journal",,"10",1,6,"441",382,,,"Medicine"
05638,"Oxford","1479-666X","The Surgeon","New","8",1,6,"449",,,,"Medicine"
07794,"Chevy Chase, MD","1530-1206","The Tan Sheet",,"18",1,51,"1725","1,725",,,"Pharmacology, Pharmaceutical Science and Toxicology"
12603,"Oxford","1090-0233","The Veterinary Journal",,"183-186",4,12,"799",,,,"Veterinary Science and Veterinary Medicine"
05317,"Oxford","0304-3975","Theoretical Computer Science
Also available as part of a combined subscription to Science of Computer Programming with Theoretical Computer Science 
Electronic access to Electronic Notes in Theoretical Computer Science (ENTCS) includedNEW!! Elsevier's Theoretical Computer Science Student Collection 
This journal is included in a bundle of 12 premier Theoretical Computer Science journals at a discounted student rate: 
 Click here for more information on eligibility AND/OR to get your online personal student collection today!",,"411",1,52,"7308",,,,"Computer Science"
12117,"Oxford","0040-5809","Theoretical Population Biology",,"77-78",2,8,"1297",,,,"Environmental Sciences"
05245,"Oxford","0167-8442","Theoretical and Applied Fracture Mechanics",,"53-54",2,6,"1528",,,,"Engineering, Energy and Technology"
07774,"Orlando, FL","0093-691X","Theriogenology",,"73-74",2,18,"1942","1,708",,,"Agricultural and Biological Sciences"
05188,"Oxford","0040-6031","Thermochimica Acta",,"497-511",15,30,"11174",,,,"Chemistry and Chemical Engineering"
06037,"Oxford","0040-6090","Thin Solid Films",,"518",1,24,"14370",,,,"Physics and Astronomy"
06056,"Oxford",,"Thin Solid Films with Organic Electronics (Combined Subscription)",,"2010",2,36,"14671",,,,"Physics and Astronomy"
02057,"Oxford","0263-8231","Thin-Walled Structures",,"48",1,12,"2618",,,,"Engineering, Energy and Technology"
04240,"Oxford","1871-1871","Thinking Skills and Creativity",,"5",1,3,"204",,,,"Social and Behavioral Sciences"
13052,"Orlando, FL","1547-4127","Thoracic Surgery Clinics",,"20",1,4,"464",367,464,,"Medicine"
00369,"Oxford","0049-3848","Thrombosis Research",,"125-126",2,12,"2871",,,,"Medicine"
10065,"Jena","1877-959X","Ticks and Tick-borne Diseases","New","1",1,4,"861",,,,"Medicine"
12722,"Oxford","0040-8166","Tissue and Cell",,"42",1,6,"1109",,,,"Life Sciences"
13039,"Orlando, FL","1938-9736","Topics in Companion Animal Medicine",,"25",1,4,"372",311,,,"Veterinary Science and Veterinary Medicine"
00261,"Oxford","0040-9383","Topology",,"49",1,4,"1781",,,,"Mathematics"
00240,"Oxford",,"Topology - Electronic access+yearly print",,"49",1,4,"931",,,,"Mathematics"
05319,"Oxford","0166-8641","Topology and its Applications",,"157",1,18,"3155",,,,"Mathematics"
03084,"Oxford","0261-5177","Tourism Management",,"31",1,6,"1400",,,,"Economics, Business and Management"
08056,"Oxford","0300-483X","Toxicology",,"267-278",12,36,"6864",,,,"Pharmacology, Pharmaceutical Science and Toxicology"
08547,"Oxford","0167-8353","Toxicology (Section 52 EMBASE)
Also available as part of the Excerpta Medica Full Set Series",,"55-56",2,20,"4600",,,,"Pharmacology, Pharmaceutical Science and Toxicology"
08057,"Oxford","0378-4274","Toxicology Letters",,"192-199",8,24,"5068",,,,"Pharmacology, Pharmaceutical Science and Toxicology"
12116,"Oxford","0041-008X","Toxicology and Applied Pharmacology",,"242-249",8,24,"3982",,,,"Pharmacology, Pharmaceutical Science and Toxicology"
00800,"Oxford","0887-2333","Toxicology in Vitro",,"24",1,8,"1548",,,,"Pharmacology, Pharmaceutical Science and Toxicology"
00259,"Oxford","0041-0101","Toxicon",,"55-56",2,16,"3111",,,,"Pharmacology, Pharmaceutical Science and Toxicology"
04253,"Oxford","1003-6326","Transactions of Nonferrous Metals Society of China",,"20",1,6,,,,,"Materials Science"
04058,"Oxford","0035-9203","Transactions of The Royal Society of Tropical Medicine and Hygiene",,"104",1,12,"795",,,,"Medicine"
09068,"Paris","1246-7820","Transfusion Clinique et Biologique",,"17",1,6,"418",,,,"Medicine"
13325,"Orlando, FL","0887-7963","Transfusion Medicine Reviews",,"24",1,4,"441",326,,,"Medicine"
00864,"Oxford","1473-0502","Transfusion and Apheresis Science",,"42-43",2,6,"1360",,,,"Medicine"
13243,"Orlando, FL","1931-5244","Translational Research, The Journal of Laboratory and Clinical Medicine",,"155-156",2,12,"731",633,,,"Medicine"
05560,"Oxford","0966-3274","Transplant Immunology",,"24-25",2,8,"835",,,,"Life Sciences"
07002,"Orlando, FL","0041-1345","Transplantation Proceedings",,"42",1,10,"1228",936,936,936,"Medicine"
13125,"Orlando, FL","0955-470X","Transplantation Reviews",,"24",1,4,"515",418,,,"Medicine"
03085,"Oxford","0967-070X","Transport Policy",,"17",1,6,"651",,,,"Social and Behavioral Sciences"
00547,"Oxford","0965-8564","Transportation Research Part A: Policy and Practice",,"44",1,10,"1867",,,,"Social and Behavioral Sciences"
00548,"Oxford","0191-2615","Transportation Research Part B: Methodological",,"44",1,10,"1866",,,,"Social and Behavioral Sciences"
00130,"Oxford","0968-090X","Transportation Research Part C: Emerging Technologies",,"18",1,6,"1247",,,,"Social and Behavioral Sciences"
00171,"Oxford","1361-9209","Transportation Research Part D: Transport and Environment",,"15",1,8,"1242",,,,"Social and Behavioral Sciences"
01012,"Oxford","1366-5545","Transportation Research Part E: Logistics and Transportation Review",,"46",1,6,"1240",,,,"Social and Behavioral Sciences"
01022,"Oxford","1369-8478","Transportation Research Part F: Traffic Psychology and Behaviour",,"13",1,6,"899",,,,"Social and Behavioral Sciences"
00135,"Oxford",,"Transportation Research Parts A and B (Combined Subscription)",,"2010",2,20,"3546",,,,"Social and Behavioral Sciences"
00316,"Oxford",,"Transportation Research Parts A, B and C (Combined Subscription)",,"2010",3,26,"4481",,,,"Social and Behavioral Sciences"
01008,"Oxford",,"Transportation Research Parts A, B, C and D (Combined Subscription)",,"2010",4,34,"5285",,,,"Social and Behavioral Sciences"
01021,"Oxford",,"Transportation Research Parts A, B, C, D and E (Combined Subscription)",,"2010",5,40,"5966",,,,"Social and Behavioral Sciences"
01035,"Oxford",,"Transportation Research Parts A, B, C, D, E, F (Combined Subscription)",,"2010",6,46,"6630",,,,"Social and Behavioral Sciences"
,"Oxford","1575-0973","Trastornos Adictivos",,"12",1,4,,,,,"Multidiscipline"
04052,"Oxford","1477-8939","Travel Medicine and Infectious Disease",,"8",1,6,"263",,,,"Medicine"
05189,"Oxford","0165-9936","Trends in Analytical Chemistry",,"29",1,11,,,,,"Chemistry and Chemical Engineering"
05431,"Oxford","0167-2940","Trends in Analytical Chemistry (Library Edition)",,"2010",2,12,"1913",,,,"Chemistry and Chemical Engineering"
02115,"Oxford","0968-0004","Trends in Biochemical Sciences",,"35",1,12,"1874",,,,"Life Sciences"
02119,"Oxford","0167-7799","Trends in Biotechnology",,"28",1,12,"1874",,,,"Life Sciences"
07770,"Orlando, FL","1050-1738","Trends in Cardiovascular Medicine",,"20",1,8,"821",725,,,"Medicine"
02123,"Oxford","0962-8924","Trends in Cell Biology",,"20",1,12,"1874",,,,"Life Sciences"
02201,"Oxford","1364-6613","Trends in Cognitive Sciences",,"14",1,12,"1874",,,,"Neuroscience"
02122,"Oxford","0169-5347","Trends in Ecology & Evolution",,"25",1,12,"1874",,,,"Environmental Sciences"
07769,"Oxford","1043-2760","Trends in Endocrinology and Metabolism",,"21",1,12,"1874",,,,"Life Sciences"
02124,"Oxford","0924-2244","Trends in Food Science & Technology
Also available as part of the Food Science Package",,"21",1,12,"1677",,,,"Agricultural and Biological Sciences"
02120,"Oxford","0168-9525","Trends in Genetics",,"26",1,12,"1874",,,,"Life Sciences"
02118,"Oxford","1471-4906","Trends in Immunology",,"31",1,12,"1874",,,,"Life Sciences"
02125,"Oxford","0966-842X","Trends in Microbiology",,"18",1,12,"1874",,,,"Life Sciences"
02161,"Oxford","1471-4914","Trends in Molecular Medicine",,"16",1,12,"1874",,,,"Medicine"
02116,"Oxford","0166-2236","Trends in Neurosciences",,"33",1,12,"1874",,,,"Neuroscience"
02121,"Oxford","1471-4922","Trends in Parasitology",,"26",1,12,"1874",,,,"Life Sciences"
02117,"Oxford","0165-6147","Trends in Pharmacological Sciences",,"31",1,12,"1874",,,,"Pharmacology, Pharmaceutical Science and Toxicology"
02169,"Oxford","1360-1385","Trends in Plant Science",,"15",1,12,"1874",,,,"Agricultural and Biological Sciences"
03086,"Oxford","0301-679X","Tribology International",,"43",1,12,"2110",,,,"Engineering, Energy and Technology"
12723,"Oxford","1472-9792","Tuberculosis",,"90",1,6,"946",,,,"Medicine"
00799,"Oxford","0886-7798","Tunnelling and Underground Space Technology",,"25",1,6,"1311",,,,"Engineering, Energy and Technology"
08650,"Oxford","1016-3190","Tzu Chi Medical Journal",,,,,"211",,,,"Medicine"
05246,"Oxford","0304-3991","Ultramicroscopy",,"110",1,12,"2981",,,,"Physics and Astronomy"
05247,"Oxford","0041-624X","Ultrasonics",,"50",1,8,"1743",,,,"Physics and Astronomy"
05248,"Oxford","1350-4177","Ultrasonics Sonochemistry",,"17",1,6,"676",,,,"Engineering, Energy and Technology"
05249,"Oxford",,"Ultrasonics with Ultrasonics Sonochemistry (Combined Subscription)",,"2010",2,14,"2176",,,,"Physics and Astronomy"
13407,"Orlando, FL","1556-858X","Ultrasound Clinics",,"5",1,4,"312",279,312,,"Medicine"
07554,"Orlando, FL","0301-5629","Ultrasound in Medicine & Biology",,"36",1,12,"1845","1,754",,,"Medicine"
10015,"Oxford","1618-8667","Urban Forestry & Urban Greening",,"9",1,4,"307",,,,"Social and Behavioral Sciences"
